Xfer,Query,Decision,Source_Spd,Pred_Spd,Actual_Spd,High_Risk_Ops,Status,Reason
A_NVMe->A_SATA,5a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5a in A_NVMe
A_NVMe->A_SATA,5b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5b in A_NVMe
A_NVMe->A_SATA,5c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5c in A_NVMe
A_NVMe->A_SATA,6a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6a in A_NVMe
A_NVMe->A_SATA,6b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6b in A_NVMe
A_NVMe->A_SATA,6c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6c in A_NVMe
A_NVMe->A_SATA,6d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6d in A_NVMe
A_NVMe->A_SATA,6e,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6e in A_NVMe
A_NVMe->A_SATA,6f,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6f in A_NVMe
A_NVMe->A_SATA,7a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7a in A_NVMe
A_NVMe->A_SATA,7b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7b in A_NVMe
A_NVMe->A_SATA,7c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7c in A_NVMe
A_NVMe->A_SATA,8a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8a in A_NVMe
A_NVMe->A_SATA,8b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8b in A_NVMe
A_NVMe->A_SATA,8c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8c in A_NVMe
A_NVMe->A_SATA,8d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8d in A_NVMe
A_NVMe->A_SATA,9a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9a in A_NVMe
A_NVMe->A_SATA,9b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9b in A_NVMe
A_NVMe->A_SATA,9c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9c in A_NVMe
A_NVMe->A_SATA,9d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9d in A_NVMe
A_NVMe->A_SATA,tpch_q1,NATIVE,1.0148268098791715,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.02x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q10,NATIVE,1.001357997372123,1.0,1.0,"TABLE_SCAN(+0.83), NL_INNER_JOIN(+0.66), NL_INNER_JOIN(+0.67)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.04x) but 4 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q11,hint01,1.9828894007675784,1.9828894007675784,2.8102673156971547,,Correct,"HALO-R selected hint01: source 1.98x → predicted target 1.98x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_NVMe->A_SATA,tpch_q12,NATIVE,1.0033047594745763,1.0,1.0,"NL_INNER_JOIN(+0.84), FILTER(+0.76), TABLE_SCAN(+0.67)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 3 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q13,hint05,1.0001099874990351,2.1781746010472043,2.8130083879668604,,Correct,"HALO-R selected hint05: source 2.88x → predicted target 2.18x. 1 ops affected (0↑, 0⚠). Risk=4.98"
A_NVMe->A_SATA,tpch_q14,NATIVE,1.0019157239816956,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q15,NATIVE,0.9999608370180041,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.00x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q16,hint05,1.410001308238727,1.0322713576351419,1.01941124151577,,Correct,"HALO-R selected hint05: source 1.04x → predicted target 1.03x. 4 ops affected (0↑, 0⚠). Risk=1.24"
A_NVMe->A_SATA,tpch_q17,NATIVE,1.014064031145326,1.0,1.0,"FILTER(+0.71), SINGLE_ROW_INDEX(+0.76), INDEX_LOOKUP(+1.10)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.05x) but 3 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q18,NATIVE,0.9992574683450911,1.0,1.0,INDEX_LOOKUP(+0.87),Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 1 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q19,hint05,1.0062153942121548,1.020780376276259,0.9975967300691753,,Correct,"HALO-R selected hint05: source 1.02x → predicted target 1.02x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_NVMe->A_SATA,tpch_q2,NATIVE,1.00589310295352,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q20,hint02,1.0399141255957043,1.0725873749594272,0.9992193991843823,,Correct,"HALO-R selected hint02: source 1.07x → predicted target 1.07x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_NVMe->A_SATA,tpch_q21,hint01,1.3015362985582257,1.3015362985582257,1.5193628612855063,,Correct,"HALO-R selected hint01: source 1.30x → predicted target 1.30x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_NVMe->A_SATA,tpch_q22,NATIVE,0.9954355764162751,1.0,1.0,FILTER(+0.62),Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 1 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q3,hint01,1.051677381983688,1.051677381983688,1.0053846986250567,,Correct,"HALO-R selected hint01: source 1.05x → predicted target 1.05x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_NVMe->A_SATA,tpch_q4,NATIVE,0.8633651617320388,1.0,1.0,"FILTER(+0.71), SINGLE_ROW_INDEX(+0.76)",Correct,HALO-R rejected all hints for safety. Best was hint04 (src 0.91x) but 2 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q5,hint02,0.9994525797746977,1.0204941956069513,1.0046206860127525,,Correct,"HALO-R selected hint02: source 1.02x → predicted target 1.02x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_NVMe->A_SATA,tpch_q6,NATIVE,1.0093675533667783,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint02 (src 1.01x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->A_SATA,tpch_q7,hint05,1.4061241604505832,1.4489521218666301,1.550641039380773,,Correct,"HALO-R selected hint05: source 1.45x → predicted target 1.45x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_NVMe->A_SATA,tpch_q8,hint04,1.0058606939630892,1.038791660319678,1.003733315193089,,Correct,"HALO-R selected hint04: source 1.04x → predicted target 1.04x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_NVMe->A_SATA,tpch_q9,NATIVE,1.0011773694174377,1.0,1.0,"TABLE_SCAN(+0.84), INDEX_LOOKUP(+0.77), SINGLE_ROW_INDEX(+0.76)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.59x) but 5 high-risk ops detected. Keeping native to avoid regression.
A_NVMe->B_NVMe,10a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 10a in A_NVMe
A_NVMe->B_NVMe,10b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 10b in A_NVMe
A_NVMe->B_NVMe,10c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 10c in A_NVMe
A_NVMe->B_NVMe,11a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 11a in A_NVMe
A_NVMe->B_NVMe,11b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 11b in A_NVMe
A_NVMe->B_NVMe,11c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 11c in A_NVMe
A_NVMe->B_NVMe,11d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 11d in A_NVMe
A_NVMe->B_NVMe,12a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 12a in A_NVMe
A_NVMe->B_NVMe,12b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 12b in A_NVMe
A_NVMe->B_NVMe,12c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 12c in A_NVMe
A_NVMe->B_NVMe,13a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 13a in A_NVMe
A_NVMe->B_NVMe,13b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 13b in A_NVMe
A_NVMe->B_NVMe,13c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 13c in A_NVMe
A_NVMe->B_NVMe,13d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 13d in A_NVMe
A_NVMe->B_NVMe,14a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 14a in A_NVMe
A_NVMe->B_NVMe,14b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 14b in A_NVMe
A_NVMe->B_NVMe,14c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 14c in A_NVMe
A_NVMe->B_NVMe,15a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 15a in A_NVMe
A_NVMe->B_NVMe,15b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 15b in A_NVMe
A_NVMe->B_NVMe,15c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 15c in A_NVMe
A_NVMe->B_NVMe,15d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 15d in A_NVMe
A_NVMe->B_NVMe,16a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 16a in A_NVMe
A_NVMe->B_NVMe,16b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 16b in A_NVMe
A_NVMe->B_NVMe,16c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 16c in A_NVMe
A_NVMe->B_NVMe,16d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 16d in A_NVMe
A_NVMe->B_NVMe,17a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17a in A_NVMe
A_NVMe->B_NVMe,17b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17b in A_NVMe
A_NVMe->B_NVMe,17c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17c in A_NVMe
A_NVMe->B_NVMe,17d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17d in A_NVMe
A_NVMe->B_NVMe,17e,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17e in A_NVMe
A_NVMe->B_NVMe,17f,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17f in A_NVMe
A_NVMe->B_NVMe,18a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 18a in A_NVMe
A_NVMe->B_NVMe,18b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 18b in A_NVMe
A_NVMe->B_NVMe,18c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 18c in A_NVMe
A_NVMe->B_NVMe,19a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 19a in A_NVMe
A_NVMe->B_NVMe,19b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 19b in A_NVMe
A_NVMe->B_NVMe,19c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 19c in A_NVMe
A_NVMe->B_NVMe,19d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 19d in A_NVMe
A_NVMe->B_NVMe,1a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 1a in A_NVMe
A_NVMe->B_NVMe,1b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 1b in A_NVMe
A_NVMe->B_NVMe,1c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 1c in A_NVMe
A_NVMe->B_NVMe,1d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 1d in A_NVMe
A_NVMe->B_NVMe,20a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 20a in A_NVMe
A_NVMe->B_NVMe,20b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 20b in A_NVMe
A_NVMe->B_NVMe,20c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 20c in A_NVMe
A_NVMe->B_NVMe,21a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 21a in A_NVMe
A_NVMe->B_NVMe,21b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 21b in A_NVMe
A_NVMe->B_NVMe,21c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 21c in A_NVMe
A_NVMe->B_NVMe,22a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 22a in A_NVMe
A_NVMe->B_NVMe,22b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 22b in A_NVMe
A_NVMe->B_NVMe,22c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 22c in A_NVMe
A_NVMe->B_NVMe,22d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 22d in A_NVMe
A_NVMe->B_NVMe,23a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 23a in A_NVMe
A_NVMe->B_NVMe,23b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 23b in A_NVMe
A_NVMe->B_NVMe,23c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 23c in A_NVMe
A_NVMe->B_NVMe,24a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 24a in A_NVMe
A_NVMe->B_NVMe,24b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 24b in A_NVMe
A_NVMe->B_NVMe,25a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 25a in A_NVMe
A_NVMe->B_NVMe,25b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 25b in A_NVMe
A_NVMe->B_NVMe,25c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 25c in A_NVMe
A_NVMe->B_NVMe,26a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 26a in A_NVMe
A_NVMe->B_NVMe,26b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 26b in A_NVMe
A_NVMe->B_NVMe,26c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 26c in A_NVMe
A_NVMe->B_NVMe,27a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 27a in A_NVMe
A_NVMe->B_NVMe,27b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 27b in A_NVMe
A_NVMe->B_NVMe,27c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 27c in A_NVMe
A_NVMe->B_NVMe,28a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 28a in A_NVMe
A_NVMe->B_NVMe,28b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 28b in A_NVMe
A_NVMe->B_NVMe,28c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 28c in A_NVMe
A_NVMe->B_NVMe,29a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 29a in A_NVMe
A_NVMe->B_NVMe,29b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 29b in A_NVMe
A_NVMe->B_NVMe,29c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 29c in A_NVMe
A_NVMe->B_NVMe,2a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2a in A_NVMe
A_NVMe->B_NVMe,2b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2b in A_NVMe
A_NVMe->B_NVMe,2c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2c in A_NVMe
A_NVMe->B_NVMe,2d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2d in A_NVMe
A_NVMe->B_NVMe,30a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30a in A_NVMe
A_NVMe->B_NVMe,30b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30b in A_NVMe
A_NVMe->B_NVMe,30c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30c in A_NVMe
A_NVMe->B_NVMe,31a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31a in A_NVMe
A_NVMe->B_NVMe,31b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31b in A_NVMe
A_NVMe->B_NVMe,31c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31c in A_NVMe
A_NVMe->B_NVMe,32a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 32a in A_NVMe
A_NVMe->B_NVMe,32b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 32b in A_NVMe
A_NVMe->B_NVMe,33a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33a in A_NVMe
A_NVMe->B_NVMe,33b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33b in A_NVMe
A_NVMe->B_NVMe,33c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33c in A_NVMe
A_NVMe->B_NVMe,3a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3a in A_NVMe
A_NVMe->B_NVMe,3b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3b in A_NVMe
A_NVMe->B_NVMe,3c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3c in A_NVMe
